channel,channel_id,date,text,project_name,price,views,forwards
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 03:57:09+00:00,Interesting,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 03:57:14+00:00,"i can't do that in Google play
how about the site apk. is that aleady the latest version ?",,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 03:57:38+00:00,Yes,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 03:57:53+00:00,"Guys why on dexscreener do we have 2 issues with Go+ security, quick intel and token sniffer",,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 03:58:01+00:00,This will scare potential new investors,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 03:58:44+00:00,Looks like 0.5 is coming,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 03:59:28+00:00,is been more than 10 hrs now 😦,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 04:00:08+00:00,Pls no 🥺💔,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 04:09:37+00:00,I mean look at the marketcap and chart,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 04:17:51+00:00,Why such negative assumptions?,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 04:20:02+00:00,Check this and then make a lame prediction,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 04:24:19+00:00,"Market conditions, development conditions, investor sentiment.",,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 04:27:25+00:00,"**Tectum Emission Token Buy!**

🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷

💵 $4,763.18 (2.18 ETH)
💱 3.17k TET
🤵‍♂️ [0x74de..6631](https://etherscan.io/address/0x74de5d4FCbf63E00296fd95d33236B9794016631): 🆕
💲 $1.5024
🧢 $11,009,781

🔍 [TX](https://etherscan.io/tx/0x73e67dabef755f57dc5486902e8a8013d3cea44dcd67537d21c6c76614afbffe) | 📊 [Chart](https://www.dextools.io/app/en/ether/pair-explorer/0x68A47Fe1CF42eBa4a030a10CD4D6a1031Ca3CA0a?utm_source=telegram&utm_medium=bobbybuybot) | 🍌 [Buy](https://t.me/BananaGunSniper_bot?start=snp_booost_0x68A47Fe1CF42eBa4a030a10CD4D6a1031Ca3CA0a)
📱[TG](https://t.me/tectumglobal) | 🛜[Web](https://tectum.io/) | 🐤[X](https://x.com/tectumsocial) | [CG](https://www.coingecko.com/en/coins/tectum) | [CMC](https://coinmarketcap.com/currencies/tectum/) | [Discord](https://discord.gg/CyQW9XU5)",ETH,2.18,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 04:30:09+00:00,Welcome New Holders,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 04:30:24+00:00,🚀 Booost TET 🚀,TET,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 04:32:28+00:00,Supporting project could be the best approach rather than this 🤷,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 04:38:24+00:00,Today I dip 20 TET,TET,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 04:50:23+00:00,i tried again new burn both web & app . both errors,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 05:25:29+00:00,what's the difference of green to blue for minting ?,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 05:26:06+00:00,?,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 05:31:41+00:00,Don't know what's wrong at your side web and app both are working fine at my end,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 05:32:30+00:00,still same login problem,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 05:33:20+00:00,Green bills is on t12 chain and have lower denomination while blue have higher denomination and on their respective chains,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 05:33:43+00:00,At both web and app,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 05:33:49+00:00,how about minting fee?,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 05:34:12+00:00,yes,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 05:34:36+00:00,U can see the minting fees in tet before minting the softnotes,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 06:11:10+00:00,"Bro tacoma, blink twice if you are being held hostage by Team 😅",,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 06:12:01+00:00,"Bro buys every dip, bro is too positive, bro is too good to be true, here almost every investor is running out of patience",,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 06:18:19+00:00,"Yes,I am selling everything I have to buy TET, I am betting my entire fortune on TET😱",TET,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 06:18:49+00:00,Only need TET pump 600x,TET,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 06:19:11+00:00,"Nah, not everyone. Have you listened to the latest call with Alex? If banks being in talk is not bullish I don't know what is. ADA and Doge coming to softnote next, more in pipeline. There's no talking around the fact 3.5M TPS happens in lab condition but for V3 can be mantained easily with good connection and hardware.",ADA,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 06:20:52+00:00,"Maybe V4 with far more nodes and malicious ones trying to hinder the net could slow down, but we are still looking at million TPS, there's no fake transactions either unlike solana or others.",TPS,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 06:21:36+00:00,"I just talked to Trump, he promised to tweet about TET if we hit 638 usd/TET",TET,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 06:21:38+00:00,"By fake I mean consensus transactions, those aren't registered at all on the tectum blockchain.",,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 06:23:36+00:00,"I get a lot of OT in the winter, so I’m just peppering in 50 TET buys. Yesterday I bought 250 but that’s because it was payday lol. Also, it’s 1.50$, so it’s not a massive amount of money anyways",OT,1.5,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 06:25:22+00:00,"But not held hostage. I firmly believe this is worth way more than it’s valued at. Lowering my average is my goal. I’ve been saying this the whole time, “if you bought at 10$ then why the hell wouldn’t you buy now?”",,10.0,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 06:26:25+00:00,Why does the price keep going down?,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 06:37:49+00:00,You mean burning a softnote bill?,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 06:38:16+00:00,yes,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 06:38:39+00:00,Which bill are you trying to burn?,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 06:39:08+00:00,usdt blue & green,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 07:04:33+00:00,"TET down 95%.
 compared in the pictures. TET performance has been the worst within a year.",TET,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 07:09:58+00:00,Today is a day as good as any to stash.,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 07:10:15+00:00,reached 1k TET and counting,TET,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 07:25:26+00:00,"**Tectum Emission Token Buy!**

🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷

💵 $1,091.94 (0.5 ETH)
💱 730 TET
🤵‍♂️ [0x7f3d..ADe1](https://etherscan.io/address/0x7f3de74496ea876b856071d9c636d4c01e6fADe1): 🆕
💲 $1.4965
🧢 $10,966,736

🔍 [TX](https://etherscan.io/tx/0xa06eb94d77c672c7a3c1f97472261a32bd8386ac81e6a85804e5d3c55f23b4f2) | 📊 [Chart](https://www.dextools.io/app/en/ether/pair-explorer/0x68A47Fe1CF42eBa4a030a10CD4D6a1031Ca3CA0a?utm_source=telegram&utm_medium=bobbybuybot) | 🍌 [Buy](https://t.me/BananaGunSniper_bot?start=snp_booost_0x68A47Fe1CF42eBa4a030a10CD4D6a1031Ca3CA0a)
📱[TG](https://t.me/tectumglobal) | 🛜[Web](https://tectum.io/) | 🐤[X](https://x.com/tectumsocial) | [CG](https://www.coingecko.com/en/coins/tectum) | [CMC](https://coinmarketcap.com/currencies/tectum/) | [Discord](https://discord.gg/CyQW9XU5)

😁[@Booost](https://t.me/booost) Rank9️⃣",ETH,0.5,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 07:32:46+00:00,"Stake into console version only using the http request:

```POST http://localhost:8917/coins/stake

{
   ""address"":""0xE38465D9EA628BBE533067E0395F66212B723873"",
   ""amount"":100000,
   ""private_key"":""5f6843e1a0da7c4507adb2cfc1451a11c4ab40""
}```

More in our readme file (we haven't removed parameter `public_key` from request yet):

https://github.com/crispmindltd/tectum4-node-validator/blob/main/docs/tokens_stake_request.md

Please replace address, amount and private key with your own details",POST,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 07:38:39+00:00,"Hi, kindly DM the following details:

User id
Serial numbers of SoftNotes burned
Screenshot of the pending transaction",DM,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 08:17:53+00:00,!app,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 08:17:53+00:00,https://tectum.io/softnote-wallet-app/,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 08:21:14+00:00,Good morning tectum believers,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 08:21:57+00:00,"Major Crypto Update from the White House! 🚨

Trump just hosted the first-ever Crypto Summit, and here’s what’s changing:

✔️ SEC lawsuits against crypto companies? Dropped!
✔️ Banks can now store Bitcoin!
✔️ U.S. to keep a $17B Bitcoin reserve!

This could be a new era for crypto in the U.S. or a billionaire-driven power move. What do you think? 🤔",SEC,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 08:28:57+00:00,TET will easily teach $50,TET,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 08:29:08+00:00,"Worst than the top 100? Sure, but these always move less than coins below. Of my small caps watchlist 5 out of 12 have made new ATL.",ATL,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 08:29:26+00:00,Question is when,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 08:32:41+00:00,"It will teach $50 a lesson, and beyond 🚀",,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 08:36:14+00:00,Thank you for finishing my sentence lol,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 08:37:10+00:00,If you close your eyes hard enough and imagine then anything is possible,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 09:12:09+00:00,even below ICO price ?,ICO,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 09:13:39+00:00,Ico price was $1 at the lowest?,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 09:21:49+00:00,Joke 🤣😅🤣🤣,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 09:25:00+00:00,GM Tectumates!,GM,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 09:25:04+00:00,☕,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 09:27:30+00:00,That's the spirit bro! 🚀🔥,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 09:37:03+00:00,🌟,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 09:46:47+00:00,Take a listen to it everyone!,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 09:46:51+00:00,Good interview 🤝🏼,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 09:48:11+00:00,"Nope, after opening my eyes the hair on my head hasn’t grown back. Bald for life 😂✌️",,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 09:58:49+00:00,"Surprise, yesterday only: 2k (probably not the team here but just someone getting paid by the team)",,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 10:02:52+00:00,"was there any update on ghost wallets, sorry I lost track of it",,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 10:03:35+00:00,No updates from team ? Are the devs still being investigated ?,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 10:31:09+00:00,Market fall,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 10:32:03+00:00,But I need 3000 usd/TET,TET,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 10:45:29+00:00,"Because the market always behaves and takes care of what the investors need, right :)",,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 11:01:38+00:00,Man this is starting to look a lot like a bearmarket. Total crypto value keeps dropping lower,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 11:30:49+00:00,Bear comeback,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 11:32:24+00:00,Good morning 🌄,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 11:32:39+00:00,Mourning all,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 11:37:08+00:00,Alaikum salam,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 11:37:11+00:00,Morning sack,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 11:39:12+00:00,GM GM mate!!,GM GM,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 11:39:18+00:00,How's your Sunday going?,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 11:40:10+00:00,"Yeah, a lot of uncertainty in the world right now, markets doesn't like that",,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 11:49:54+00:00,"When people sell, price goes down, what a question ?",,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 11:51:43+00:00,Another 100 Tets in the bag,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 11:52:00+00:00,When there is blood in the street...,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 11:52:24+00:00,"Greeting to the Team. I build solid solutions with Solidity, Rust, and MERN. Let's talk about your projects.",MERN,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 11:54:11+00:00,"Quiet one so far, been a busy week and today I don't plan to leave my house😅, family time with the wife and kids (and my xbox)😂",,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 11:54:25+00:00,How's yours?,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 12:00:06+00:00,"Aah bro your sunday sounds perfect, pretty much the same here tbh.. gotta touch some grass from time to time bro",,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 12:00:40+00:00,That's how the saying goes bro,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 12:04:02+00:00,Someone got murdered?,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 12:10:32+00:00,"Love bear market , more time to accumulate 😍",,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 12:10:50+00:00,I dont have enought,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 12:11:25+00:00,Common issue 😅,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 12:13:03+00:00,portfolio got murdered,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 12:13:09+00:00,I want more btc more tectum and other proyects. I’m not in a hurry this is a long term for me 🥰,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 12:21:14+00:00,"Long term always wins, it's emotional investments or ""quick flips"" that often fail or bring to liquidations.",,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 12:35:24+00:00,Playstore,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 12:49:21+00:00,What's your question buddy?,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 12:57:49+00:00,Alts are in a bear market. Just zoom out on the charts,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 13:01:50+00:00,"bear market only began, you can expect another 70% down till end 2025 so better to short",,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 13:06:07+00:00,sure bro,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 13:20:16+00:00,Better to suicide,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 13:25:09+00:00,Hang in there buddy!,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 13:27:47+00:00,is it possible to not sale tectum?,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 13:28:18+00:00,You can buy and sell from any of the exchanges mate,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 13:28:33+00:00,ok but stop it,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 13:28:37+00:00,dont sell it,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 13:29:16+00:00,I live in the US and inflation was trending down. Food prices were trending down. Stock market was booming. Now in a matter of six weeks that’s all been shattered. This is just the beginning. We ain’t seen nothing yet.,US,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 13:30:27+00:00,"Lol
I’m not! You’re talking to a diamond hand ;)",,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 13:30:36+00:00,"Yes, you can download Softnote wallet from play store or app store",,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 13:33:34+00:00,So end of 2025 or 2026 we expect the real bullrun?,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 13:35:55+00:00,not only me I would take a few more with me,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 13:36:14+00:00,Its all a joke,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 13:36:18+00:00,😀,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 13:37:23+00:00,Why is it negative? Im giving out reasons with it,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 13:37:38+00:00,Same thing been said when we where at 4$,,4.0,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 13:37:43+00:00,Look at us now,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 13:38:59+00:00,The entire chat is saying bear market 😂 im the only one negative here,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 13:40:48+00:00,What's your metrics or TA?,TA,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 13:43:25+00:00,Maybe same analysis as here 🙄,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 13:50:17+00:00,Why's that i wonder? 😅,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 13:52:36+00:00,Market interest and trend,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 13:52:47+00:00,I said it when we where at 30m,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 13:52:56+00:00,Marketcap,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 13:53:08+00:00,If we break 20m then its 10m to 5m,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 13:53:21+00:00,Thats typical zones of low caps,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 13:53:37+00:00,hello,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 13:54:14+00:00,Clearly we are at 10m break it we go to 5m or even 3m right now nothing is interesting and market turned into a bear,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 13:55:00+00:00,Meanwhile you promised a roadmap with q1 so far nothing to show for it.,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 13:55:10+00:00,Mid march and nothing,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 14:14:38+00:00,Hey!,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 14:15:17+00:00,I think most of us know why. I predicted it would happen by the way. Getting tax cuts for the rich knows no boundaries. Buckle up. We ain’t seen nothing yet.,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 14:16:06+00:00,"Well, we could try to jump out of our pants as well if we wanted to that wouldn't help a lot. We keep building to be ready whenever the general sentiment improves.",,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 14:16:43+00:00,Yeah..,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 14:30:32+00:00,"why crypto depends so much of Government, Wasn't BTC Decentralised?",BTC,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 14:30:46+00:00,"currently breaking 3,618 fib next stop is 4 at 1,218",,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 14:36:24+00:00,"Let's smash this one everyone 

https://x.com/Maziiiarkrm/status/1898508310149468478?t=4DsYQzK68et3AkheOmUEaA&s=19",YQ,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 14:50:57+00:00,"Sure, why not make a new low",,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 14:51:31+00:00,I hate money anyways,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 14:53:17+00:00,hi guys looks like we are at ico price again i been away a long time just came back wow what a mess markets are in,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 14:54:44+00:00,looks like bear market is back guys whats your thoughts lol,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 15:25:59+00:00,Any proof of 3.2 million tps!?,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 15:42:02+00:00,"Hey team, since people want proof can you airdrop 0.0001 TET or so to all 60k current holders, visible on the V3 explorer? Would go a long way to clear any doubt.",TET,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 15:42:20+00:00,@alexandertectum,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 15:42:22+00:00,New ATL for tectum 🥺💔,ATL,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 15:42:57+00:00,Price is 6TET doing so nothing impossible right?,TET,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 15:46:10+00:00,"Genuine question.

How come, I never see TET in diffrent lists of the fastest blockchians.
Write down ""fastest blockchians"" , in YouTube, Google, X , Facebook,  is not appearing.
What we are missing? Beacuse we are still Beta mainet?",TET,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 15:47:33+00:00,Interesting cause the way I found out about tectum first was actually googling fastest blockchain... found website then youtube videos about it.,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 15:47:54+00:00,Guess doing this now I only find some solana or similar names 😅,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 15:48:44+00:00,"65K TPS meh, it's theory too, we can do 500k TPS on a very bad day is my guess.",TPS,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 15:49:14+00:00,Clean your data. You device know you all the time looking for TET,TET,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 15:49:36+00:00,I looked 4 years ago that way.,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 15:49:57+00:00,"And is not only for me.
3-4 of my colleagues from diffrent countries",,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 15:50:53+00:00,"I know, reason I think people aren't finding out about us, or several other fast chains. Maybe some big name has paid enough to show up on top instead? 🤔",,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 15:51:17+00:00,"I'm just giving hands up.
YouTube rs & bloggers almost nothing mentioning it once they speak of fastest blockchians - i mean the once that didn't it genuinely without promoting",,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 15:51:59+00:00,Maybe. But it abit odd. People do review for blockchians without even mentioning us,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 15:52:07+00:00,Guys will we ever see $2 TET again?,TET,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 15:52:16+00:00,Maybe we are too focusing on the Arab region,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 15:52:42+00:00,What's more impressive is that even after several years there's not really many chains that even claim speeds like this. You can count on one hand those at 1M TPS or so.,TPS,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 15:53:20+00:00,The others are all 10-10000 range,,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 15:53:33+00:00,"So, maybe it really beacuse we are still Beta? And not actually alive?  Ppl cannot build on the blockchian",,,,
TECTUM 🔗 Fastest Blockchain & SoftNote,tectumglobal,2025-03-09 15:54:27+00:00,"Could be... still it is live as V4, you cannot ""build"" but nothing stops you from trying to test transactions there.",,,,
